2017-08-19,19:22:00,159
2017-08-19,19:32:00,161
2017-08-19,19:42:00,156
2017-08-19,19:52:00,156
2017-08-19,20:02:00,156
2017-08-19,20:12:00,154
2017-08-19,20:22:00,155
2017-08-19,20:32:00,164
2017-08-19,20:42:00,158
2017-08-19,20:52:00,161
2017-08-19,21:02:00,171
2017-08-19,21:12:00,185
2017-08-19,21:22:00,199
2017-08-19,21:32:00,204
2017-08-19,21:42:00,219
2017-08-19,21:52:00,214
2017-08-19,22:02:00,218
2017-08-19,22:12:00,221
2017-08-19,22:22:00,217
2017-08-19,22:32:00,207
2017-08-19,22:42:00,202
2017-08-19,22:52:00,192
2017-08-19,23:02:00,188
2017-08-19,23:12:00,175
2017-08-19,23:22:00,176
2017-08-19,23:32:00,187
2017-08-19,23:42:00,189
2017-08-19,23:52:00,180
2017-08-20,00:02:00,177
2017-08-20,00:12:00,178
2017-08-20,00:22:00,169
2017-08-20,00:32:00,186
2017-08-20,00:42:00,187
2017-08-20,00:52:00,198
2017-08-20,01:02:00,199
2017-08-20,01:12:00,198
2017-08-20,01:22:00,207
2017-08-20,01:32:00,199
2017-08-20,01:42:00,207
2017-08-20,01:52:00,223
2017-08-20,02:02:00,222
2017-08-20,02:12:00,230
2017-08-20,02:22:00,228
2017-08-20,02:32:00,218
2017-08-20,02:42:00,215
2017-08-20,02:52:00,211
2017-08-20,03:02:00,203
2017-08-20,03:12:00,210
2017-08-20,03:22:00,194
2017-08-20,03:32:00,187
2017-08-20,03:42:00,181
2017-08-20,03:52:00,169
2017-08-20,04:02:00,165
2017-08-20,04:12:00,164
2017-08-20,04:22:00,164
2017-08-20,04:32:00,156
2017-08-20,04:42:00,157
2017-08-20,04:52:00,155
2017-08-20,05:02:00,145
2017-08-20,05:12:00,152
2017-08-20,05:22:00,152
2017-08-20,05:32:00,159
2017-08-20,05:42:00,161
2017-08-20,05:52:00,164
2017-08-20,06:02:00,158
2017-08-20,06:12:00,157
2017-08-20,06:22:00,160
2017-08-20,06:32:00,162
2017-08-20,06:42:00,157
2017-08-20,06:52:00,156
2017-08-20,07:02:00,160
2017-08-20,07:12:00,155
2017-08-20,07:22:00,157
2017-08-20,07:32:00,154
2017-08-20,07:42:00,150
2017-08-20,07:52:00,150
2017-08-20,08:02:00,150
2017-08-20,08:12:00,144
2017-08-20,08:22:00,151
2017-08-20,08:32:00,147
2017-08-20,08:42:00,149
2017-08-20,08:52:00,152
2017-08-20,09:02:00,152
2017-08-20,09:12:00,156
2017-08-20,09:22:00,150
2017-08-20,09:32:00,152
2017-08-20,09:42:00,148
2017-08-20,09:52:00,148
2017-08-20,10:02:00,143
2017-08-20,10:12:00,148
2017-08-20,10:22:00,149
2017-08-20,10:32:00,150
2017-08-20,10:42:00,144
2017-08-20,10:52:00,147
2017-08-20,11:02:00,148
2017-08-20,11:12:00,148
2017-08-20,11:22:00,152
2017-08-20,11:32:00,152
2017-08-20,11:42:00,146
2017-08-20,11:52:00,152
2017-08-20,12:02:00,153
2017-08-20,12:12:00,154
2017-08-20,12:22:00,154
2017-08-20,12:32:00,149
2017-08-20,12:42:00,153
2017-08-20,12:52:00,147
2017-08-20,13:02:00,155
2017-08-20,13:12:00,151
2017-08-20,13:22:00,153
2017-08-20,13:32:00,153
2017-08-20,13:42:00,149
2017-08-20,13:52:00,149
2017-08-20,14:02:00,149
2017-08-20,14:12:00,151
2017-08-20,14:22:00,150
2017-08-20,14:32:00,151
2017-08-20,14:42:00,150
2017-08-20,14:52:00,146
2017-08-20,15:02:00,145
2017-08-20,15:12:00,155
2017-08-20,15:22:00,146
2017-08-20,15:32:00,151
2017-08-20,15:42:00,149
2017-08-20,15:52:00,151
2017-08-20,16:02:00,146
2017-08-20,16:12:00,149
2017-08-20,16:22:00,152
2017-08-20,16:32:00,151
2017-08-20,16:42:00,149
2017-08-20,16:52:00,149
2017-08-20,17:02:00,143
2017-08-20,17:12:00,147
2017-08-20,17:22:00,157
2017-08-20,17:32:00,156
2017-08-20,17:42:00,150
2017-08-20,17:52:00,152
2017-08-20,18:02:00,145
2017-08-20,18:12:00,154
2017-08-20,18:22:00,149
2017-08-20,18:32:00,154
2017-08-20,18:42:00,149
2017-08-20,18:52:00,153
2017-08-20,19:02:00,149
2017-08-20,19:12:00,151
2017-08-20,19:22:00,145
2017-08-20,19:32:00,151
2017-08-20,19:42:00,150
2017-08-20,19:52:00,147
2017-08-20,20:02:00,148
2017-08-20,20:12:00,147
2017-08-20,20:22:00,148
2017-08-20,20:32:00,155
2017-08-20,20:42:00,150
2017-08-20,20:52:00,152
2017-08-20,21:02:00,150
2017-08-20,21:12:00,149
2017-08-20,21:22:00,153
2017-08-20,21:32:00,151
2017-08-20,21:42:00,152
2017-08-20,21:52:00,154
2017-08-20,22:02:00,148
2017-08-20,22:12:00,144
2017-08-20,22:22:00,148
2017-08-20,22:32:00,152
2017-08-20,22:42:00,149
2017-08-20,22:52:00,146
2017-08-20,23:02:00,151
2017-08-20,23:12:00,149
2017-08-20,23:22:00,148
2017-08-20,23:32:00,146
2017-08-20,23:42:00,143
2017-08-20,23:52:00,143
2017-08-21,00:02:00,152
2017-08-21,00:12:00,147
2017-08-21,00:22:00,147
2017-08-21,00:32:00,151
2017-08-21,00:42:00,149
2017-08-21,00:52:00,146
2017-08-21,01:02:00,148
2017-08-21,01:12:00,145
2017-08-21,01:22:00,146
2017-08-21,01:32:00,143
2017-08-21,01:42:00,145
2017-08-21,01:52:00,151
2017-08-21,02:02:00,153
2017-08-21,02:12:00,145
2017-08-21,02:22:00,141
2017-08-21,02:32:00,147
2017-08-21,02:42:00,155
2017-08-21,02:52:00,152
2017-08-21,03:02:00,148
2017-08-21,03:12:00,153
2017-08-21,03:22:00,146
2017-08-21,03:32:00,151
2017-08-21,03:42:00,149
2017-08-21,03:52:00,145
2017-08-21,04:02:00,151
2017-08-21,04:12:00,157
2017-08-21,04:22:00,154
2017-08-21,04:32:00,155
2017-08-21,04:42:00,153
2017-08-21,04:52:00,150
2017-08-21,05:02:00,157
2017-08-21,05:12:00,154
2017-08-21,05:22:00,157
2017-08-21,05:32:00,159
2017-08-21,05:42:00,147
2017-08-21,05:52:00,153
2017-08-21,06:02:00,151
2017-08-21,06:12:00,148
2017-08-21,06:22:00,149
2017-08-21,06:32:00,151
2017-08-21,06:42:00,156
2017-08-21,06:52:00,148
2017-08-21,07:02:00,151
2017-08-21,07:12:00,149
2017-08-21,07:22:00,151
2017-08-21,07:32:00,150
2017-08-21,07:42:00,154
2017-08-21,07:52:00,150
2017-08-21,08:02:00,154
2017-08-21,08:12:00,155
2017-08-21,08:22:00,150
2017-08-21,08:32:00,145
2017-08-21,08:42:00,150
2017-08-21,08:52:00,147
2017-08-21,09:02:00,149
2017-08-21,09:12:00,149
2017-08-21,09:22:00,148
2017-08-21,09:32:00,152
2017-08-21,09:42:00,152
2017-08-21,09:52:00,149
2017-08-21,10:02:00,150
2017-08-21,10:12:00,150
2017-08-21,10:22:00,147
2017-08-21,10:32:00,149
2017-08-21,10:42:00,153
2017-08-21,10:52:00,147
2017-08-21,11:02:00,150
2017-08-21,11:12:00,152
2017-08-21,11:22:00,153
2017-08-21,11:32:00,148
2017-08-21,11:42:00,148
2017-08-21,11:52:00,151
2017-08-21,12:02:00,143
2017-08-21,12:12:00,141
2017-08-21,12:22:00,153
2017-08-21,12:32:00,150
2017-08-21,12:42:00,151
2017-08-21,12:52:00,149
2017-08-21,13:02:00,153
2017-08-21,13:12:00,153
2017-08-21,13:22:00,154
2017-08-21,13:32:00,149
2017-08-21,13:42:00,161
2017-08-21,13:52:00,149
2017-08-21,14:02:00,150
2017-08-21,14:12:00,146
2017-08-21,14:22:00,149
2017-08-21,14:32:00,150
2017-08-21,14:42:00,153
2017-08-21,14:52:00,148
2017-08-21,15:02:00,150
2017-08-21,15:12:00,152
2017-08-21,15:22:00,152
2017-08-21,15:32:00,156
2017-08-21,15:42:00,152
2017-08-21,15:52:00,155
2017-08-21,16:02:00,153
2017-08-21,16:12:00,147
2017-08-21,16:22:00,152
2017-08-21,16:32:00,151
2017-08-21,16:42:00,153
2017-08-21,16:52:00,155
2017-08-21,17:02:00,150
2017-08-21,17:12:00,149
2017-08-21,17:22:00,150
2017-08-21,17:32:00,149
2017-08-21,17:42:00,152
2017-08-21,17:52:00,152
2017-08-21,18:02:00,153
2017-08-21,18:12:00,151
2017-08-21,18:22:00,150
2017-08-21,18:32:00,145
2017-08-21,18:42:00,150
2017-08-21,18:52:00,152
2017-08-21,19:00:00,0
2017-08-21,19:02:00,150
2017-08-21,19:12:00,151
2017-08-21,19:22:00,151
2017-08-21,19:32:00,152
2017-08-21,19:42:00,152
2017-08-21,19:52:00,154
2017-08-21,20:02:00,148
2017-08-21,20:12:00,148
2017-08-21,20:22:00,150
2017-08-21,20:32:00,156
2017-08-21,20:42:00,152
2017-08-21,20:52:00,153
2017-08-21,21:02:00,155
2017-08-21,21:12:00,145
2017-08-21,21:22:00,153
2017-08-21,21:32:00,158
2017-08-21,21:42:00,155
2017-08-21,21:52:00,154
2017-08-21,22:02:00,154
2017-08-21,22:12:00,145
2017-08-21,22:22:00,158
2017-08-21,22:32:00,153
2017-08-21,22:42:00,147
2017-08-21,22:52:00,149
2017-08-21,23:02:00,149
2017-08-21,23:12:00,151
2017-08-21,23:22:00,149
2017-08-21,23:32:00,151
2017-08-21,23:42:00,156
2017-08-21,23:52:00,147
2017-08-22,00:02:00,151
2017-08-22,00:12:00,151
2017-08-22,00:22:00,154
2017-08-22,00:32:00,156
2017-08-22,00:42:00,152
2017-08-22,00:52:00,148
2017-08-22,01:02:00,151
2017-08-22,01:12:00,153
2017-08-22,01:22:00,148
2017-08-22,01:32:00,160
2017-08-22,01:42:00,154
2017-08-22,01:52:00,154
2017-08-22,02:02:00,152
2017-08-22,02:12:00,154
2017-08-22,02:22:00,152
2017-08-22,02:32:00,153
2017-08-22,02:42:00,148
2017-08-22,02:52:00,156
2017-08-22,03:02:00,153
2017-08-22,03:12:00,152
2017-08-22,03:22:00,155
2017-08-22,03:32:00,151
2017-08-22,03:42:00,158
2017-08-22,03:52:00,160
2017-08-22,04:02:00,151
2017-08-22,04:12:00,157
2017-08-22,04:22:00,154
2017-08-22,04:32:00,160
2017-08-22,04:42:00,151
2017-08-22,04:52:00,158
2017-08-22,05:02:00,152
2017-08-22,05:12:00,158
2017-08-22,05:22:00,151
2017-08-22,05:32:00,157
2017-08-22,05:42:00,152
2017-08-22,05:52:00,153
2017-08-22,06:02:00,157
2017-08-22,06:12:00,146
2017-08-22,06:22:00,155
2017-08-22,06:32:00,151
2017-08-22,06:42:00,150
2017-08-22,06:52:00,156
2017-08-22,07:02:00,158
2017-08-22,07:12:00,154
2017-08-22,07:22:00,159
2017-08-22,07:32:00,153
2017-08-22,07:42:00,155
2017-08-22,07:52:00,156
2017-08-22,08:02:00,156
2017-08-22,08:12:00,152
2017-08-22,08:22:00,155
2017-08-22,08:32:00,151
2017-08-22,08:42:00,155
2017-08-22,08:52:00,157
2017-08-22,09:02:00,150
2017-08-22,09:12:00,151
2017-08-22,09:22:00,152
2017-08-22,09:32:00,152
2017-08-22,09:42:00,152
2017-08-22,09:52:00,153
2017-08-22,10:02:00,157
2017-08-22,10:12:00,150
2017-08-22,10:22:00,150
2017-08-22,10:32:00,152
2017-08-22,10:42:00,153
2017-08-22,10:52:00,158
2017-08-22,11:02:00,153
2017-08-22,11:12:00,149
2017-08-22,11:22:00,149
2017-08-22,11:32:00,153
2017-08-22,11:42:00,153
2017-08-22,11:52:00,151
2017-08-22,12:02:00,153
2017-08-22,12:12:00,150
2017-08-22,12:22:00,151
2017-08-22,12:32:00,155
2017-08-22,12:42:00,152
2017-08-22,12:52:00,156
2017-08-22,13:02:00,157
2017-08-22,13:12:00,150
2017-08-22,13:22:00,154
2017-08-22,13:32:00,154
2017-08-22,13:42:00,153
2017-08-22,13:52:00,149
2017-08-22,14:02:00,153
2017-08-22,14:12:00,151
2017-08-22,14:22:00,154
2017-08-22,14:32:00,156
2017-08-22,14:42:00,154
2017-08-22,14:52:00,149
2017-08-22,15:02:00,154
2017-08-22,15:12:00,159
2017-08-22,15:22:00,158
2017-08-22,15:32:00,155
2017-08-22,15:42:00,157
2017-08-22,15:52:00,161
2017-08-22,16:02:00,159
2017-08-22,16:12:00,155
2017-08-22,16:22:00,150
2017-08-22,16:32:00,155
2017-08-22,16:42:00,161
2017-08-22,16:52:00,153
2017-08-22,17:02:00,160
2017-08-22,17:12:00,152
2017-08-22,17:22:00,154
2017-08-22,17:32:00,161
2017-08-22,17:42:00,154
2017-08-22,17:52:00,153
2017-08-22,18:02:00,150
2017-08-22,18:12:00,157
2017-08-22,18:22:00,155
2017-08-22,18:32:00,157
2017-08-22,18:42:00,153
2017-08-22,18:52:00,153
2017-08-22,19:02:00,150
2017-08-22,19:12:00,156
2017-08-22,19:22:00,153
2017-08-22,19:32:00,158
2017-08-22,19:42:00,151
2017-08-22,19:52:00,153
2017-08-22,20:02:00,156
2017-08-22,20:12:00,154
2017-08-22,20:22:00,155
2017-08-22,20:32:00,155
2017-08-22,20:42:00,153
2017-08-22,20:52:00,162
2017-08-22,21:02:00,151
2017-08-22,21:12:00,150
2017-08-22,21:22:00,152
2017-08-22,21:32:00,158
2017-08-22,21:42:00,155
2017-08-22,21:52:00,159
2017-08-22,22:02:00,157
2017-08-22,22:12:00,159
2017-08-22,22:22:00,161
2017-08-22,22:32:00,160
2017-08-22,22:42:00,159
2017-08-22,22:52:00,156
2017-08-22,23:02:00,155
2017-08-22,23:12:00,156
2017-08-22,23:22:00,160
2017-08-22,23:32:00,157
2017-08-22,23:42:00,155
2017-08-22,23:52:00,166
2017-08-23,00:02:00,161
2017-08-23,00:12:00,158
2017-08-23,00:22:00,151
2017-08-23,00:32:00,160
2017-08-23,00:42:00,164
2017-08-23,00:52:00,166
2017-08-23,01:02:00,156
2017-08-23,01:12:00,156
2017-08-23,01:22:00,163
2017-08-23,01:32:00,156
2017-08-23,01:42:00,155
2017-08-23,01:52:00,151
2017-08-23,02:02:00,159
2017-08-23,02:12:00,158
2017-08-23,02:22:00,156
2017-08-23,02:32:00,159
2017-08-23,02:42:00,156
2017-08-23,02:52:00,156
2017-08-23,03:02:00,160
2017-08-23,03:12:00,161
2017-08-23,03:22:00,160
2017-08-23,03:32:00,151
2017-08-23,03:42:00,159
2017-08-23,03:52:00,160
2017-08-23,04:02:00,158
2017-08-23,04:12:00,158
2017-08-23,04:22:00,155
2017-08-23,04:32:00,154
2017-08-23,04:42:00,160
2017-08-23,04:52:00,158
2017-08-23,05:02:00,158
2017-08-23,05:12:00,162
2017-08-23,05:22:00,160
2017-08-23,05:32:00,160
2017-08-23,05:42:00,161
2017-08-23,05:52:00,159
2017-08-23,06:02:00,162
2017-08-23,06:12:00,159
2017-08-23,06:22:00,160
2017-08-23,06:32:00,157
2017-08-23,06:42:00,161
2017-08-23,06:52:00,163
2017-08-23,07:02:00,156
2017-08-23,07:12:00,155
2017-08-23,07:22:00,156
2017-08-23,07:32:00,157
2017-08-23,07:42:00,154
2017-08-23,07:52:00,159
2017-08-23,08:02:00,160
2017-08-23,08:12:00,155
2017-08-23,08:22:00,158
2017-08-23,08:32:00,158
2017-08-23,08:42:00,156
2017-08-23,08:52:00,159
2017-08-23,09:02:00,157
2017-08-23,09:12:00,159
2017-08-23,09:22:00,150
2017-08-23,09:32:00,154
2017-08-23,09:42:00,152
2017-08-23,09:52:00,157
2017-08-23,10:02:00,155
2017-08-23,10:12:00,157
2017-08-23,10:22:00,151
2017-08-23,10:32:00,155
2017-08-23,10:42:00,159
2017-08-23,10:52:00,152
2017-08-23,11:02:00,158
2017-08-23,11:12:00,155
2017-08-23,11:22:00,157
2017-08-23,11:32:00,152
2017-08-23,11:42:00,157
2017-08-23,11:52:00,155
2017-08-23,12:02:00,151
2017-08-23,12:12:00,153
2017-08-23,12:22:00,155
2017-08-23,12:32:00,156
2017-08-23,12:42:00,152
2017-08-23,12:52:00,153
2017-08-23,13:02:00,152
2017-08-23,13:12:00,154
2017-08-23,13:22:00,153
2017-08-23,13:32:00,152
2017-08-23,13:42:00,158
2017-08-23,13:52:00,159
2017-08-23,14:02:00,153
2017-08-23,14:12:00,155
2017-08-23,14:22:00,157
2017-08-23,14:32:00,155
2017-08-23,14:42:00,151
2017-08-23,14:52:00,157
2017-08-23,15:02:00,156
2017-08-23,15:12:00,156
2017-08-23,15:22:00,155
2017-08-23,15:32:00,154
2017-08-23,15:42:00,150
2017-08-23,15:52:00,158
2017-08-23,16:02:00,148
2017-08-23,16:12:00,160
2017-08-23,16:22:00,158
2017-08-23,16:32:00,157
2017-08-23,16:42:00,155
2017-08-23,16:52:00,156
2017-08-23,17:02:00,157
2017-08-23,17:12:00,157
2017-08-23,17:22:00,152
2017-08-23,17:32:00,160
2017-08-23,17:42:00,157
2017-08-23,17:52:00,160
2017-08-23,18:02:00,159
2017-08-23,18:12:00,153
2017-08-23,18:22:00,158
2017-08-23,18:32:00,164
2017-08-23,18:42:00,154
2017-08-23,18:52:00,161
2017-08-23,19:02:00,158
2017-08-23,19:12:00,155
2017-08-23,19:22:00,159
2017-08-23,19:32:00,159
2017-08-23,19:42:00,157
2017-08-23,19:52:00,158
2017-08-23,20:02:00,158
2017-08-23,20:12:00,157
2017-08-23,20:22:00,164
2017-08-23,20:32:00,155
2017-08-23,20:42:00,159
2017-08-23,20:52:00,156
2017-08-23,21:02:00,155
2017-08-23,21:12:00,155
2017-08-23,21:22:00,155
2017-08-23,21:32:00,163
2017-08-23,21:42:00,158
2017-08-23,21:52:00,155
2017-08-23,22:02:00,159
2017-08-23,22:12:00,157
2017-08-23,22:22:00,155
2017-08-23,22:32:00,157
2017-08-23,22:42:00,152
2017-08-23,22:52:00,159
2017-08-23,23:02:00,164
2017-08-23,23:12:00,164
2017-08-23,23:22:00,158
2017-08-23,23:32:00,162
2017-08-23,23:42:00,161
2017-08-23,23:52:00,161
2017-08-24,00:02:00,162
2017-08-24,00:12:00,157
2017-08-24,00:22:00,159
2017-08-24,00:32:00,164
2017-08-24,00:42:00,160
2017-08-24,00:52:00,157
2017-08-24,01:02:00,157
2017-08-24,01:12:00,157
2017-08-24,01:22:00,159
2017-08-24,01:32:00,164
2017-08-24,01:42:00,158
2017-08-24,01:52:00,156
2017-08-24,02:02:00,166
2017-08-24,02:12:00,164
2017-08-24,02:22:00,158
2017-08-24,02:32:00,161
2017-08-24,02:42:00,162
2017-08-24,02:52:00,159
2017-08-24,03:02:00,162
2017-08-24,03:12:00,154
2017-08-24,03:22:00,165
2017-08-24,03:32:00,163
2017-08-24,03:42:00,161
2017-08-24,03:52:00,161
2017-08-24,04:02:00,169
2017-08-24,04:12:00,160
2017-08-24,04:22:00,158
2017-08-24,04:32:00,160
2017-08-24,04:42:00,162
2017-08-24,04:52:00,166
2017-08-24,05:02:00,161
2017-08-24,05:12:00,167
2017-08-24,05:22:00,164
2017-08-24,05:32:00,166
2017-08-24,05:42:00,160
2017-08-24,05:52:00,168
2017-08-24,06:02:00,165
2017-08-24,06:12:00,163
2017-08-24,06:22:00,166
2017-08-24,06:32:00,165
2017-08-24,06:42:00,162
2017-08-24,06:52:00,168
2017-08-24,07:02:00,166
2017-08-24,07:12:00,161
2017-08-24,07:22:00,172
2017-08-24,07:32:00,166
2017-08-24,07:42:00,163
2017-08-24,07:52:00,160
2017-08-24,08:02:00,164
2017-08-24,08:12:00,165
2017-08-24,08:22:00,157
2017-08-24,08:32:00,158
2017-08-24,08:42:00,164
2017-08-24,08:52:00,166
2017-08-24,09:02:00,159
2017-08-24,09:12:00,158
2017-08-24,09:22:00,152
2017-08-24,09:32:00,160
2017-08-24,09:42:00,164
2017-08-24,09:52:00,158
2017-08-24,10:02:00,156
2017-08-24,10:12:00,157
2017-08-24,10:22:00,154
2017-08-24,10:32:00,156
2017-08-24,10:42:00,154
2017-08-24,10:52:00,162
2017-08-24,11:02:00,152
2017-08-24,11:12:00,156
2017-08-24,11:22:00,155
2017-08-24,11:32:00,155
2017-08-24,11:42:00,162
2017-08-24,11:52:00,158
2017-08-24,12:02:00,164
2017-08-24,12:12:00,159
2017-08-24,12:22:00,160
2017-08-24,12:32:00,161
2017-08-24,12:42:00,162
2017-08-24,12:52:00,157
2017-08-24,13:02:00,152
2017-08-24,13:12:00,160
2017-08-24,13:22:00,159
2017-08-24,13:32:00,164
2017-08-24,13:42:00,158
2017-08-24,13:52:00,164
2017-08-24,14:02:00,156
2017-08-24,14:12:00,152
2017-08-24,14:22:00,158
2017-08-24,14:32:00,160
2017-08-24,14:42:00,157
2017-08-24,14:52:00,157
2017-08-24,15:02:00,160
2017-08-24,15:12:00,163
2017-08-24,15:22:00,155
2017-08-24,15:32:00,158
2017-08-24,15:42:00,158
2017-08-24,15:52:00,157
2017-08-24,16:02:00,156
2017-08-24,16:12:00,160
2017-08-24,16:22:00,158
2017-08-24,16:32:00,160
2017-08-24,16:42:00,157
2017-08-24,16:52:00,157
2017-08-24,17:02:00,161
2017-08-24,17:12:00,159
2017-08-24,17:22:00,163
2017-08-24,17:32:00,160
2017-08-24,17:42:00,161
2017-08-24,17:52:00,161
2017-08-24,18:02:00,159
2017-08-24,18:12:00,158
2017-08-24,18:22:00,154
2017-08-24,18:32:00,163
2017-08-24,18:42:00,160
2017-08-24,18:52:00,156
2017-08-24,19:02:00,163
2017-08-24,19:12:00,159
2017-08-24,19:22:00,159
2017-08-24,19:32:00,161
2017-08-24,19:42:00,161
2017-08-24,19:52:00,163
2017-08-24,20:02:00,162
2017-08-24,20:12:00,155
2017-08-24,20:22:00,155
2017-08-24,20:32:00,159
2017-08-24,20:42:00,159
2017-08-24,20:52:00,159
2017-08-24,21:02:00,157
2017-08-24,21:12:00,157
2017-08-24,21:22:00,163
2017-08-24,21:32:00,160
2017-08-24,21:42:00,162
2017-08-24,21:52:00,163
2017-08-24,22:02:00,165
2017-08-24,22:12:00,160
2017-08-24,22:22:00,162
2017-08-24,22:32:00,162
2017-08-24,22:42:00,163
2017-08-24,22:52:00,160
2017-08-24,23:02:00,163
2017-08-24,23:12:00,157
2017-08-24,23:22:00,167
2017-08-24,23:32:00,166
2017-08-24,23:42:00,161
2017-08-24,23:52:00,160
